index,operationName,file,originalCategory,domain,confidence,matchedBy
320,Passphrase,RC4Drop.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
333,Private key of recipient,PGPDecrypt.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
334,Private key of signer,PGPEncryptAndSign.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
339,Public key of recipient,PGPEncrypt.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
340,Public key of signer,PGPDecryptAndVerify.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
343,Radix,LuhnChecksum.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
345,RailFenceCipherDecode,RailFenceCipherDecode.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
346,RailFenceCipherEncode,RailFenceCipherEncode.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
369,Rounds,Bcrypt.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
370,RSADecrypt,RSADecrypt.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
371,RSAEncrypt,RSAEncrypt.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
372,RSASign,RSASign.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
373,RSAVerify,RSAVerify.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
374,Salt,Argon2.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
375,Salt,DeriveHKDFKey.mjs,parsing/format,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
376,Salt,Scrypt.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
390,SHA0,SHA0.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
391,SHA1,SHA1.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
392,SHA2,SHA2.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
401,Size,Keccak.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
402,Size,MD6.mjs,misc,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
403,Size,RIPEMD.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
404,Size,SHA3.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
426,TCPIPChecksum,TCPIPChecksum.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
456,Whirlpool,Whirlpool.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
459,XORChecksum,XORChecksum.mjs,crypto/hash,crypto-hash-kdf,high,/aes|des|blowfish|chacha|rc4|rsa|dsa|ecc|ecdh|ecdsa|cipher|decrypt|encrypt|hmac|kdf|pbkdf|scrypt|bcrypt|argon|sha\d|sha-\d|md\d|ripemd|keccak|whirlpool|xxhash|hash|checksum|crc/i
34,Bzip2Compress,Bzip2Compress.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
35,Bzip2Decompress,Bzip2Decompress.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
126,Filename,Tar.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
168,Gunzip,Gunzip.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
169,Gzip,Gzip.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
451,Unzip,Unzip.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
463,Zip,Zip.mjs,compression,compression-archive,high,/\bgzip\b|\bgunzip\b|\bdeflate\b|\binflate\b|\bzlib\b|\bbrotli\b|\blz4\b|\blzma\b|\bbzip2?|\bxz\b|\bcompress(ion)?\b|\bdecompress(ion)?\b|\bunzip\b|\bzip\b|\btar\b|\barchive\b/i
29,Built in formats,DateTimeDelta.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
30,Built in formats,ParseDateTime.mjs,parsing/format,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
31,Built in formats,TranslateDateTimeFormat.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
95,Display total,ExtractDates.mjs,text/transform,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
160,GetTime,GetTime.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
207,Input units,UNIXTimestampToWindowsFiletime.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
303,Output units,WindowsFiletimeToUNIXTimestamp.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
307,ParseObjectIDTimestamp,ParseObjectIDTimestamp.mjs,parsing/format,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
314,ParseUNIXFilePermissions,ParseUNIXFilePermissions.mjs,parsing/format,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
429,Time (ms),Sleep.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
448,Units,FromUNIXTimestamp.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
449,Units,ToUNIXTimestamp.mjs,misc,date-time,high,/date|time|timestamp|epoch|unix|iso\s?8601|utc|timezone|fromnow|moment/i
5,AddTextToImage,AddTextToImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
12,AMFDecode,AMFDecode.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
13,AMFEncode,AMFEncode.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
22,AvroToJSON,AvroToJSON.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
25,BlurImage,BlurImage.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
28,BSONSerialise,BSONSerialise.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
40,CBORDecode,CBORDecode.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
41,CBOREncode,CBOREncode.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
42,Cell delimiters,ToTable.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
52,ContainImage,ContainImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
54,Convert all characters,ToHTMLEntity.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
55,ConvertImageFormat,ConvertImageFormat.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
58,CoverImage,CoverImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
60,CropImage,CropImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
62,CSVToJSON,CSVToJSON.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
96,DitherImage,DitherImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
114,ExtractEXIF,ExtractEXIF.mjs,text/transform,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
133,FlipImage,FlipImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
145,FromHexdump,FromHexdump.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
146,FromHTMLEntity,FromHTMLEntity.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
147,FromMessagePack,FromMessagePack.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
149,FromQuotedPrintable,FromQuotedPrintable.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
155,GenerateImage,GenerateImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
179,HTMLToText,HTMLToText.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
182,Image Format,GenerateQRCode.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
183,ImageBrightnessContrast,ImageBrightnessContrast.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
184,ImageFilter,ImageFilter.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
185,ImageHueSaturationLightness,ImageHueSaturationLightness.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
186,ImageOpacity,ImageOpacity.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
191,Indent string,XMLBeautify.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
200,Input format,RenderImage.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
210,InvertImage,InvertImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
218,JsonataQuery,Jsonata.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
219,JSONBeautify,JSONBeautify.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
220,JSONMinify,JSONMinify.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
221,JSONToCSV,JSONToCSV.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
222,JSONtoYAML,JSONtoYAML.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
290,NormaliseImage,NormaliseImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
332,Preserve comments,XMLMinify.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
335,ProtobufDecode,ProtobufDecode.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
336,ProtobufEncode,ProtobufEncode.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
351,Remove indentation,StripHTMLTags.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
353,RemoveEXIF,RemoveEXIF.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
357,ResizeImage,ResizeImage.mjs,media,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
366,RotateImage,RotateImage.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
393,SharpenImage,SharpenImage.mjs,crypto/hash,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
440,ToMessagePack,ToMessagePack.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
442,ToQuotedPrintable,ToQuotedPrintable.mjs,misc,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
457,Width,ToHexdump.mjs,encoding/cipher,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
461,YAMLToJSON,YAMLToJSON.mjs,parsing/format,data-formats,high,/json|xml|csv|yaml|yml|toml|html|urlencoded|querystring|base\s?64\s?json|protobuf|msgpack|messagepack|bson|cbor|amf|avro|hexdump|table|image|png|jpe?g|gif|bmp|webp|svg|exif/i
19,Attempt to be context aware,ToCamelCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
20,Attempt to be context aware,ToKebabCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
21,Attempt to be context aware,ToSnakeCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
32,Built in regexes,RegularExpression.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
