index,operationName,file,originalCategory,domain,confidence,matchedBy
33,By,Reverse.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
39,CartesianProduct,CartesianProduct.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
56,ConvertLeetSpeak,ConvertLeetSpeak.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
57,ConvertToNATOAlphabet,ConvertToNATOAlphabet.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
72,Delimiter,Filter.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
79,Delimiter,Head.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
80,Delimiter,Mean.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
81,Delimiter,Median.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
83,Delimiter,Sort.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
84,Delimiter,StandardDeviation.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
87,Delimiter,Tail.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
112,ExtractDomains,ExtractDomains.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
113,ExtractEmailAddresses,ExtractEmailAddresses.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
115,ExtractFilePaths,ExtractFilePaths.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
116,ExtractFiles,ExtractFiles.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
118,ExtractID3,ExtractID3.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
120,ExtractLSB,ExtractLSB.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
121,ExtractMACAddresses,ExtractMACAddresses.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
122,Extractor,Register.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
123,ExtractRGBA,ExtractRGBA.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
128,Find,FindReplace.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
142,FromCaseInsensitiveRegex,FromCaseInsensitiveRegex.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
150,FuzzyMatch,FuzzyMatch.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
158,GenericCodeBeautify,GenericCodeBeautify.mjs,parsing/format,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
159,GetAllCasings,GetAllCasings.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
188,Indent string,CSSBeautify.mjs,parsing/format,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
189,Indent string,JavaScriptBeautify.mjs,parsing/format,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
190,Indent string,SQLBeautify.mjs,parsing/format,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
278,Match (regex),ConditionalJump.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
291,NormaliseUnicode,NormaliseUnicode.mjs,encoding/cipher,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
297,Offset,AddLineNumbers.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
301,Output case,FormatMACAddresses.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
327,Position,PadLines.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
329,Prefix,EscapeUnicodeCharacters.mjs,encoding/cipher,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
330,Prefix,UnescapeUnicodeCharacters.mjs,encoding/cipher,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
354,RemoveLineNumbers,RemoveLineNumbers.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
383,Scope,ToUpperCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
385,Section (regex),Subsection.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
408,Spaces,RemoveWhitespace.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
409,Split delimiter,Fork.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
410,Split delimiter,Split.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
411,SplitColourChannels,SplitColourChannels.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
423,SwapCase,SwapCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
437,ToCaseInsensitiveRegex,ToCaseInsensitiveRegex.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
439,ToLowerCase,ToLowerCase.mjs,misc,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
446,UnicodeTextFormat,UnicodeTextFormat.mjs,encoding/cipher,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
447,Unique,Unique.mjs,text/transform,regex-text-advanced,medium,/regex|replace|extract|match|split|join|token|normalize|unicode|whitespace|case|camel|snake|kebab|reverse|sort|unique|trim|word|line|punctuation|nato|leet|cartesian|head|tail|mean|median|standard\s?deviation|filter|beautify|casing/i
61,CSS selector,CSSSelector.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
65,DechunkHTTPResponse,DechunkHTTPResponse.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
66,DefangIPAddresses,DefangIPAddresses.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
67,DefangURL,DefangURL.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
77,Delimiter,GroupIPAddresses.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
97,DNSOverHTTPS,DNSOverHTTPS.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
103,Encode all special chars,URLEncode.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
119,ExtractIPAddresses,ExtractIPAddresses.mjs,text/transform,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
124,ExtractURLs,ExtractURLs.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
125,FangURL,FangURL.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
175,Header string,HexToPEM.mjs,encoding/cipher,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
196,Input format,ParseIPv4Header.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
197,Input format,ParseX509CRL.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
198,Input format,ParseX509Certificate.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
223,JWTDecode,JWTDecode.mjs,crypto/hash,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
224,JWTSign,JWTSign.mjs,crypto/hash,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
225,JWTVerify,JWTVerify.mjs,crypto/hash,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
283,Method,HTTPRequest.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
285,MIMEDecoding,MIMEDecoding.mjs,misc,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
315,ParseURI,ParseURI.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
419,StripHTTPHeaders,StripHTTPHeaders.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
420,StripIPv4Header,StripIPv4Header.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
421,StripTCPHeader,StripTCPHeader.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
422,StripUDPHeader,StripUDPHeader.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
443,Treat \,URLDecode.mjs,parsing/format,network-protocol-parsers,high,/url|uri|jwt|http|https|dns|defang|refang|cidr|\bipv?4\b|\bipv?6\b|\bip\s*address\b|\bmac\s*address\b|groupip|extractip|asn\.1|\bber\b|\bder\b|x509|certificate|mime|header|cookie|query|css\s*selector/i
17,AnalyseUUID,AnalyseUUID.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
24,Bit mode,DisassembleX86.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
26,Bombe,Bombe.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
45,ChiSquare,ChiSquare.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
50,Colossus,Colossus.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
63,CTPH,CTPH.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
93,DetectFileType,DetectFileType.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
102,ELFInfo,ELFInfo.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
110,Enigma,Enigma.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
127,FileTree,FileTree.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
157,GenerateUUID,GenerateUUID.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
268,Lorenz,Lorenz.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
414,Standard Enigmas,MultipleBombe.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
418,Strings,Strings.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
455,Visualisation,Entropy.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
462,YARARules,YARARules.mjs,misc,forensic-malware-helper,high,/ioc|indicator|entropy|yara|pe\s?header|elf|shellcode|strings|hex\s?dump|byte\s?histogram|malware|forensic|disassemble|x86|ctph|uuid|bomb|colossus|enigma|lorenz|chi\s?square|detectfiletype|filetree/i
11,AlternatingCaps,AlternatingCaps.mjs,misc,misc-uncategorized,low,<no-rule-match>
14,Amount,BitShiftLeft.mjs,misc,misc-uncategorized,low,<no-rule-match>
15,Amount,BitShiftRight.mjs,misc,misc-uncategorized,low,<no-rule-match>
37,Capacity,Shake.mjs,crypto/hash,misc-uncategorized,low,<no-rule-match>
38,CaretMdecode,CaretMdecode.mjs,misc,misc-uncategorized,low,<no-rule-match>
48,CitrixCTX1Decode,CitrixCTX1Decode.mjs,misc,misc-uncategorized,low,<no-rule-match>
49,CitrixCTX1Encode,CitrixCTX1Encode.mjs,misc,misc-uncategorized,low,<no-rule-match>
51,Comment,Comment.mjs,misc,misc-uncategorized,low,<no-rule-match>
64,Data format,SwapEndianness.mjs,misc,misc-uncategorized,low,<no-rule-match>
70,Delimiter,Divide.mjs,misc,misc-uncategorized,low,<no-rule-match>
71,Delimiter,ExpandAlphabetRange.mjs,misc,misc-uncategorized,low,<no-rule-match>
78,Delimiter,HammingDistance.mjs,misc,misc-uncategorized,low,<no-rule-match>
82,Delimiter,Multiply.mjs,misc,misc-uncategorized,low,<no-rule-match>
85,Delimiter,Subtract.mjs,misc,misc-uncategorized,low,<no-rule-match>
86,Delimiter,Sum.mjs,misc,misc-uncategorized,low,<no-rule-match>
92,Depth,Magic.mjs,misc,misc-uncategorized,low,<no-rule-match>
94,Digest length,Streebog.mjs,misc,misc-uncategorized,low,<no-rule-match>
108,Endianness,FromFloat.mjs,misc,misc-uncategorized,low,<no-rule-match>
109,Endianness,ToFloat.mjs,misc,misc-uncategorized,low,<no-rule-match>
111,Escape level,EscapeString.mjs,misc,misc-uncategorized,low,<no-rule-match>
